M/Y,category,price
2022-09,Food & Beverage,667.4208670177463
2023-02,Food & Beverage,604.5453383636693
2022-10,Food & Beverage,309.1556728596545
2021-11,Cosmetics,964.5372988465574
2021-08,Transportation,32.86572740836984
2022-10,Transportation,23.613881365926947
2022-09,Food & Beverage,174.08669227420674
2021-07,Food & Beverage,121.65605082656192
2021-07,Transportation,36.7854131413425
2022-03,Cosmetics,749.9985501924912
2022-05,Transportation,26.73922996532814
2022-04,Food & Beverage,510.89045602716226
2021-10,Food & Beverage,319.55564805245757
2021-12,Cosmetics,986.5193196644982
2022-03,Transportation,25.19750824487833
2022-06,Transportation,34.64347563249257
2021-06,Technology,6592.428268558342
2022-08,Clothing,320.69176307249427
2021-11,Clothing,381.86096346643893
2021-07,Food & Beverage,496.08225019018386
2022-02,Transportation,29.60920831683681
2023-02,Food & Beverage,162.36517208119528
2021-03,Clothing,255.70531168686497
2022-08,Food & Beverage,236.6434183996924
2021-10,Cosmetics,569.5842606135626
2022-05,Food & Beverage,219.1396208296051
2022-03,Transportation,33.35528478837816
2021-10,Food & Beverage,492.2399702119113
2021-04,Transportation,39.16981880577683
2023-02,Food & Beverage,445.05541021527563
2021-03,Transportation,34.67688907637252
2022-05,Food & Beverage,152.2796073441809
2023-01,Food & Beverage,153.0494116585905
2021-10,Cosmetics,994.6165385409181
2022-08,Food & Beverage,380.4588957506103
2021-03,Technology,7982.148895340631
2022-11,Cosmetics,502.28999386812865
2021-02,Transportation,31.987175689327245
2021-04,Transportation,36.72518449346276
2022-07,Food & Beverage,302.38699442049483
2021-02,Food & Beverage,350.84291349031014
2022-07,Cosmetics,577.3848749649377
2021-07,Clothing,365.40560855341175
2022-05,Cosmetics,570.5842542918165
2023-02,Cosmetics,800.4406867382247
2022-11,Cosmetics,521.5472442936187
2021-03,Food & Beverage,288.1673910021991
2021-10,Food & Beverage,313.6150497511658
2021-11,Food & Beverage,554.7989200536208
2023-01,Food & Beverage,62.853955522853795
2022-06,Cosmetics,856.0041145165883
2021-05,Transportation,32.30671615916893
2021-01,Cosmetics,926.6815846901911
2021-07,Hotel,2352.0699843969664
2022-09,Technology,1594.937335097298
2021-09,Clothing,395.6032667360804
2022-01,Transportation,26.27862658032104
2022-11,Cosmetics,703.341613964821
2021-03,Transportation,25.11145126380788
2022-07,Cosmetics,678.484921620808
2021-06,Food & Beverage,691.0005650540713
2021-01,Food & Beverage,387.75059103980055
2022-04,Hotel,4976.059488114772
2023-02,Cosmetics,876.7371395824166
2021-07,Technology,4078.436749759095
2021-08,Hotel,3431.12828743544
2022-09,Transportation,24.905369638883293
2021-11,Food & Beverage,432.57559852577435
2022-06,Clothing,305.21812060866296
2021-07,Transportation,35.44278004830716
2022-04,Clothing,243.3184323993812
2021-09,Food & Beverage,228.60280069011486
2021-08,Luxury,8108.743679643659
2021-01,Food & Beverage,65.67665442896185
2022-02,Cosmetics,919.8062560916724
2022-12,Food & Beverage,194.92853842407703
2021-02,Food & Beverage,655.35133450529
2022-07,Food & Beverage,677.9876750580611
2021-01,Transportation,28.84001089153992
2022-09,Clothing,277.64600009494916
2021-06,Cosmetics,760.6301457946753
2023-02,Cosmetics,845.6827601542193
2021-07,Clothing,218.46751652680794
2022-12,Clothing,326.5861341044982
2022-08,Transportation,24.429404411752536
2021-09,Food & Beverage,167.34245394609536
2022-05,Food & Beverage,367.0947922017391
2022-12,Food & Beverage,228.0574136413057
2022-01,Clothing,364.0967479850319
2022-04,Cosmetics,534.0493661607337
2022-01,Food & Beverage,478.8552931311626
2022-01,Technology,4249.1560532315725
2022-12,Food & Beverage,255.5968746225833
2021-02,Transportation,36.411450589767114
2022-07,Food & Beverage,693.3320608034027
2023-01,Clothing,233.9899668324377
2023-01,Transportation,21.86238759873943
2022-11,Transportation,21.633822601258426
2021-07,Transportation,22.21413331292004
2022-06,Clothing,367.0263704829527
2022-11,Transportation,24.91080089305766
2022-10,Transportation,35.55810623137696
2022-08,Transportation,32.056979314029235
2021-03,Clothing,229.86942140900013
2022-08,Cosmetics,798.3604449146912
2021-04,Food & Beverage,261.5004314463091
2021-08,Transportation,24.939767466730096
2021-06,Technology,9314.568273346897
2021-01,Clothing,257.9548597388414
2021-11,Transportation,28.18746573295514
2022-11,Cosmetics,728.0038683145492
2022-08,Transportation,36.6306839224052
2022-09,Food & Beverage,255.44797782040098
2021-06,Food & Beverage,525.3593259518807
2021-08,Cosmetics,784.06823406016
2022-06,Transportation,28.527415080467485
2022-12,Food & Beverage,99.16187818321397
2021-12,Cosmetics,525.5200407856191
2022-06,Cosmetics,722.9982975900334
2021-06,Luxury,7705.3718349580695
2021-02,Transportation,31.1218828305303
2023-01,Food & Beverage,414.03986914649965
2022-01,Cosmetics,855.6668982508651
2022-07,Food & Beverage,615.2677675373851
2021-09,Food & Beverage,141.17967474271802
2022-04,Food & Beverage,66.92262672161313
2022-11,Cosmetics,823.4088339543239
2021-02,Transportation,27.064365203275763
2021-05,Food & Beverage,352.84400804047243
2021-03,Clothing,345.50571855301695
2022-12,Transportation,34.17830942032119
2021-07,Food & Beverage,567.3126846238993
2021-09,Food & Beverage,622.0805018871143
2022-02,Cosmetics,530.2469244528909
2021-06,Food & Beverage,617.6696157952819
2021-05,Transportation,30.685160640897074
2021-03,Clothing,318.613847822878
2022-07,Technology,3405.2337394619476
2022-04,Transportation,24.664695452056204
2022-02,Clothing,268.07670022412395
2022-06,Transportation,39.36543100851857
2022-07,Food & Beverage,645.8491533061637
2021-09,Transportation,22.337962898810446
2022-10,Food & Beverage,205.73770084204185
2022-03,Technology,8322.922524915171
2021-07,Food & Beverage,605.9758157256463
2022-01,Transportation,35.159140331986784
2021-12,Flight Ticket,1955.2502886657485
2022-09,Transportation,22.70033178899912
2022-08,Transportation,27.457790947860964
2022-02,Cosmetics,814.4768490248928
2021-01,Clothing,376.50317685374523
2021-12,Food & Beverage,616.9089200742295
2022-06,Food & Beverage,243.00063882512603
2021-08,Transportation,24.966370225765445
2022-01,Food & Beverage,67.69009958159614
2021-12,Cosmetics,997.1929046541093
2021-02,Cosmetics,885.5680292273364
2022-02,Cosmetics,509.5480333623374
2021-09,Food & Beverage,64.53499253425257
2021-08,Clothing,305.5223406300033
2023-01,Food & Beverage,390.6259322927157
2022-11,Food & Beverage,256.5555574890527
2023-01,Food & Beverage,516.2608178427845
2022-01,Transportation,29.20957886795928
2022-08,Food & Beverage,396.7087707993937
2023-02,Cosmetics,578.3939276608005
2021-06,Food & Beverage,346.0455313153525
2021-07,Transportation,30.89178050145195
2022-02,Food & Beverage,477.5103916837319
2021-10,Transportation,21.479659533411496
2021-06,Food & Beverage,470.1333563959413
2022-03,Technology,9241.808531378334
2022-09,Cosmetics,956.3553005182325
2021-07,Cosmetics,987.0594888268026
2022-11,Food & Beverage,551.154471544034
2022-09,Food & Beverage,321.5045868954417
2021-02,Cosmetics,867.7013889475035
2021-03,Food & Beverage,372.56374246565196
2022-09,Food & Beverage,158.84184364312637
2021-06,Food & Beverage,184.71969271392703
2023-01,Transportation,38.470443698370886
2022-07,Food & Beverage,506.95616543602546
2023-01,Cosmetics,884.7419167660851
2022-09,Cosmetics,903.6992496943155
2021-09,Transportation,35.815531852588485
2022-10,Technology,2618.641357863675
2021-10,Food & Beverage,200.87802796356485
2022-07,Transportation,39.94958398661031
2021-05,Food & Beverage,616.2638038262292
2021-12,Transportation,34.13400441214666
2022-10,Food & Beverage,400.11822842782755
2021-06,Cosmetics,674.2843116889999
2022-09,Food & Beverage,671.8961401118381
2021-08,Flight Ticket,9402.681050217565
2021-09,Food & Beverage,310.90514822645514
2022-11,Cosmetics,585.2801484738503
2021-08,Food & Beverage,224.97492331503878
2021-05,Food & Beverage,164.51404851109473
2022-07,Food & Beverage,677.9924936778414
2022-09,Food & Beverage,132.19667753891983
2022-03,Food & Beverage,145.93911471919668
2023-02,Cosmetics,919.0390066490845
2021-06,Cosmetics,751.0552353218726
2022-07,Transportation,23.267762713162263
2021-04,Cosmetics,971.6405743744888
2021-04,Food & Beverage,155.5947918806345
2022-02,Food & Beverage,69.6624663339442
2022-06,Flight Ticket,7599.5732791157425
2022-07,Transportation,38.011755333468834
2022-07,Food & Beverage,627.5753902157998
2021-06,Clothing,342.978913062888
2022-01,Transportation,31.014263403479056
2022-12,Food & Beverage,605.6084392095584
2021-04,Food & Beverage,527.3432754735904
2021-11,Transportation,23.113690515012348
2022-09,Food & Beverage,655.7090023338976
2021-01,Clothing,385.91852703536284
2022-04,Food & Beverage,506.3820188180166
2022-11,Transportation,30.704237265012566
2022-11,Clothing,292.40341730334325
2022-01,Technology,4589.479788537199
2022-02,Clothing,201.30531356560164
2022-12,Food & Beverage,425.86252549121986
2021-11,Clothing,297.29869002712934
2022-05,Food & Beverage,527.0474912502013
2021-04,Food & Beverage,316.947327487957
2021-06,Cosmetics,962.817998791737
2022-06,Transportation,29.42269289295269
2022-05,Food & Beverage,520.3384574093623
2022-12,Clothing,359.68329087769143
2021-08,Food & Beverage,466.47838307206564
2021-03,Food & Beverage,619.9822811210252
2023-02,Technology,5634.774460716988
2023-02,Cosmetics,667.0549497120334
2023-02,Transportation,30.741622557730583
2022-08,Cosmetics,565.3092766115627
2023-03,Transportation,39.98585544580489
2021-10,Transportation,23.86247571948848
2021-12,Food & Beverage,360.92802490486145
2021-09,Transportation,22.200865085715105
2022-03,Food & Beverage,475.828871572296
2021-12,Food & Beverage,292.36530084257447
2022-12,Luxury,9028.826851768732
2023-03,Transportation,37.23737173707761
2021-02,Food & Beverage,410.2526598049893
2021-05,Food & Beverage,178.67309256750337
2022-03,Food & Beverage,217.1224849874418
2021-03,Transportation,20.411174746610705
2022-10,Technology,7659.756591122711
2021-11,Transportation,38.015779863047186
2022-11,Clothing,335.0741307870858
2021-05,Clothing,310.16876275534435
2022-06,Cosmetics,731.6439161130022
2022-09,Technology,6829.031519916288
2022-04,Cosmetics,801.7708318390362
2022-10,Food & Beverage,380.39617199913255
2021-10,Food & Beverage,187.18291697813925
2021-05,Food & Beverage,699.0450956899651
2023-02,Clothing,264.69628777515254
2022-11,Food & Beverage,459.17930542943964
2021-07,Food & Beverage,304.64232885457847
2021-07,Transportation,24.023712041882423
2022-03,Clothing,324.0114723369007
2022-09,Food & Beverage,65.52212615521107
2022-08,Transportation,20.12429049559029
2021-04,Clothing,386.11230370706437
2021-11,Food & Beverage,182.3031352546132
2021-09,Food & Beverage,563.2005442493521
2022-08,Hotel,3329.7581956644026
2021-09,Food & Beverage,100.69016479602041
2021-10,Food & Beverage,625.8578333323566
2021-03,Clothing,269.1944817869841
2021-12,Clothing,311.77858434991646
2023-02,Cosmetics,522.3656987100479
2021-07,Food & Beverage,395.3913633901661
2021-01,Clothing,316.1939506862606
2022-10,Food & Beverage,411.53097565095254
2021-04,Hotel,2039.4745573660223
2021-03,Transportation,38.702212994015156
2022-11,Transportation,27.869077732162868
2022-02,Food & Beverage,309.53729106252496
2022-08,Transportation,31.284675450629507
2022-12,Cosmetics,510.56624872363994
2021-03,Transportation,27.291487731890605
2021-03,Food & Beverage,423.85502877713833
2021-08,Food & Beverage,213.77891094374107
2021-04,Food & Beverage,661.9275180689465
2023-02,Transportation,35.876374776466456
2022-05,Food & Beverage,617.0837283821814
2022-02,Transportation,37.34895632887951
2022-12,Transportation,37.92596320025949
2021-12,Food & Beverage,507.03083700134044
2023-01,Cosmetics,710.0530482646357
2021-12,Food & Beverage,644.3068614935187
2021-02,Food & Beverage,116.2232878433629
2022-01,Transportation,23.32583470158799
2022-02,Food & Beverage,547.9776630636593
2022-05,Clothing,351.00308106279556
2021-10,Transportation,28.566595401830494
2023-02,Technology,7604.384305736615
2021-11,Transportation,20.5539031188842
2023-01,Food & Beverage,508.5869617209455
2021-11,Technology,4528.6064735712425
2023-01,Transportation,20.837200179669914
2022-09,Cosmetics,701.491144276591
2022-06,Technology,5332.911873491843
2021-07,Food & Beverage,110.44315266173008
2021-08,Food & Beverage,335.3709240771483
2022-08,Food & Beverage,611.6683695101383
2021-08,Cosmetics,620.6025385456205
2022-07,Technology,6592.094366618809
2022-02,Transportation,22.576278150719208
2022-10,Food & Beverage,136.21449104460845
2022-11,Cosmetics,517.3377062484265
2021-03,Clothing,340.3080127727457
2021-02,Cosmetics,737.4066794865028
2022-11,Luxury,8808.741754745519
2021-04,Cosmetics,568.4517527124144
2021-05,Clothing,247.50333040842702
2022-04,Clothing,357.5740222944727
2022-12,Food & Beverage,360.3156161700423
2022-11,Food & Beverage,258.29982322299827
2022-09,Food & Beverage,638.9679857137709
2022-03,Clothing,300.1531010757093
2022-01,Food & Beverage,402.3865439600412
2021-07,Food & Beverage,68.83360019395731
2021-12,Cosmetics,725.5341568331518
2022-03,Cosmetics,979.1927223218868
2022-02,Transportation,39.817943668701474
2021-11,Transportation,36.94680200027916
2022-01,Cosmetics,769.0709357564772
2021-01,Transportation,30.266471661348376
2022-04,Cosmetics,686.3356484060009
2022-10,Technology,2745.2784406662204
2023-01,Food & Beverage,439.843714320948
2022-09,Food & Beverage,641.8204015987793
2022-01,Clothing,318.4328142149675
2022-12,Transportation,28.177800500359385
2022-04,Food & Beverage,236.56114899461096
2022-08,Transportation,24.8542592476594
2023-01,Food & Beverage,202.9197690108998
2021-06,Food & Beverage,380.08680067466906
2022-06,Transportation,38.05862533611262
2021-07,Clothing,354.16599399190284
2021-02,Food & Beverage,575.7179211297718
2022-07,Transportation,35.722990644563225
2022-09,Food & Beverage,225.19373407720587
2022-03,Food & Beverage,415.06647867844976
2022-12,Cosmetics,533.4672909556567
2022-09,Transportation,37.036030845790535
2022-04,Food & Beverage,612.1137111129871
2021-10,Cosmetics,732.1579745172772
2022-06,Food & Beverage,412.23937687071225
2021-07,Food & Beverage,225.64845673817922
2022-07,Transportation,20.837997605802567
2022-02,Transportation,34.91081761430702
2022-11,Transportation,37.95620150613095
2023-01,Food & Beverage,94.55876341077257
2021-11,Flight Ticket,9580.920124163931
2021-04,Clothing,273.93293431201994
2021-07,Cosmetics,571.3480133017332
2022-08,Clothing,339.27983325861925
2021-08,Food & Beverage,138.17448011794554
2022-01,Food & Beverage,698.7654526821399
2022-06,Food & Beverage,406.45196153667456
2021-12,Transportation,24.600308429092166
2021-10,Technology,2793.1031037194834
2022-04,Cosmetics,637.8528159113034
2021-06,Transportation,26.855784536187688
2023-03,Cosmetics,872.934663868971
2021-05,Cosmetics,950.833488168026
2021-09,Cosmetics,508.41438366235246
2021-10,Food & Beverage,597.0439495931428
2021-08,Cosmetics,976.4313436712887
2021-09,Cosmetics,520.4037683966063
2021-05,Cosmetics,867.1097206390518
2022-07,Food & Beverage,160.2619294000158
2023-01,Transportation,32.60132329772505
2021-06,Cosmetics,862.4696869270307
2021-03,Food & Beverage,257.56879475667114
2022-03,Food & Beverage,388.473024768303
2021-05,Food & Beverage,446.6507438778222
2022-03,Food & Beverage,521.7651638474513
2021-10,Food & Beverage,281.32214406580795
2022-03,Food & Beverage,339.16279924535166
2022-11,Transportation,36.170286641399095
2022-07,Transportation,39.383005032984926
2021-03,Luxury,8919.899223312505
2022-12,Clothing,377.68598111974995
2023-01,Food & Beverage,297.82075358070136
2021-11,Food & Beverage,74.90448024680006
2021-12,Luxury,9049.474683990335
2022-11,Food & Beverage,125.04810917911492
2022-06,Food & Beverage,671.5174331138813
2022-07,Clothing,307.41064150934346
2023-02,Hotel,3271.4967743074485
2021-01,Food & Beverage,228.25270375864775
2023-02,Food & Beverage,529.2684810420542
2022-06,Food & Beverage,89.69855366917002
2022-10,Cosmetics,628.1633148139608
2022-12,Food & Beverage,460.909906558785
2022-12,Transportation,24.79480758081516
2021-09,Food & Beverage,105.48206387268372
2022-02,Food & Beverage,91.7809880044912
2021-12,Cosmetics,708.4687316532459
2022-03,Transportation,27.624288076623046
2022-12,Technology,3967.28685255035
2021-12,Food & Beverage,441.96525301517505
2021-01,Cosmetics,902.0244877336665
2022-04,Transportation,38.54073964163872
2023-02,Clothing,216.62644296819158
2023-03,Food & Beverage,508.5263884486154
2021-01,Transportation,26.24012348155018
2021-06,Transportation,20.161094297737517
2021-07,Cosmetics,854.6874160235388
2021-11,Food & Beverage,168.03038171905456
2021-11,Transportation,21.85316161133675
2022-11,Transportation,29.07690872764727
2021-08,Food & Beverage,279.88384104200395
2022-08,Technology,3948.2349767408973
2021-09,Transportation,26.12785072737373
2022-01,Food & Beverage,316.1702396766552
2023-01,Transportation,37.241057442971695
2021-08,Clothing,377.0346247123687
2021-03,Cosmetics,962.433950510643
2021-05,Food & Beverage,61.167725037640466
2021-03,Transportation,24.69169365229927
2021-04,Technology,7958.40089760731
2021-05,Food & Beverage,592.2161812679738
2022-01,Technology,7505.906806892119
2022-03,Transportation,39.59876109533745
2022-11,Clothing,311.6362363455744
2021-10,Cosmetics,561.9341691018134
2021-09,Cosmetics,649.582401333352
2021-01,Cosmetics,607.8172797938042
2021-07,Food & Beverage,90.4092845053119
2021-10,Clothing,314.64467581226694
2021-07,Transportation,36.142607627172424
2021-01,Food & Beverage,277.9699523133673
2022-07,Food & Beverage,434.21313686342734
2021-09,Clothing,226.99581643858397
2022-10,Food & Beverage,346.585066094213
2022-06,Cosmetics,720.7889032012696
2021-05,Cosmetics,794.8892715454779
2022-04,Transportation,34.0638360732127
2021-11,Food & Beverage,473.1370544632776
2021-10,Cosmetics,735.0525520506703
2022-05,Transportation,39.74505359283873
2022-08,Food & Beverage,309.70156193712404
2022-11,Food & Beverage,182.28772817676207
2022-08,Transportation,29.37385818234825
2023-02,Food & Beverage,173.89394233313146
2021-01,Cosmetics,741.3899102806914
2022-05,Luxury,6321.849313868002
2023-01,Technology,4481.512258482684
2021-02,Food & Beverage,538.7000147393236
2022-12,Food & Beverage,479.9173059279866
2022-07,Cosmetics,938.9732543410149
2022-01,Transportation,39.73736176306597
2021-09,Food & Beverage,186.539965936785
2022-08,Transportation,31.93215837368019
2021-01,Food & Beverage,603.9192175684246
2021-07,Food & Beverage,674.3930465277714
2021-10,Hotel,4994.038514142112
2021-03,Clothing,316.6412835331922
2021-09,Transportation,39.759341425128085
2021-03,Transportation,29.789590732440647
2022-08,Cosmetics,524.1712850657852
2022-06,Food & Beverage,660.3885099779947
2021-03,Transportation,38.97247174345469
2021-11,Cosmetics,576.9692163689754
2021-08,Food & Beverage,350.74484343643684
2022-08,Food & Beverage,532.3700170596328
2022-10,Transportation,32.64462240578943
2022-12,Transportation,38.6517737068935
2022-01,Food & Beverage,638.8178386606005
2022-02,Transportation,34.58815467744056
2022-11,Clothing,260.76318071110154
2022-11,Transportation,30.720127559668278
2021-08,Transportation,38.886709929955
2021-06,Food & Beverage,80.5829657601727
2021-07,Food & Beverage,99.67144796822808
2022-08,Food & Beverage,390.41413783409405
2023-02,Food & Beverage,385.29773027885034
2021-12,Transportation,32.102717579418794
2023-02,Cosmetics,532.1324337835802
2022-02,Food & Beverage,570.3643192085609
2021-01,Clothing,336.84438962708896
2021-11,Cosmetics,553.8118091853386
2023-01,Clothing,292.22997152729323
2021-03,Clothing,239.44634354031464
2022-12,Food & Beverage,307.3648610357809
2022-04,Food & Beverage,377.5969098955337
2022-08,Cosmetics,889.3110787133951
2021-11,Food & Beverage,306.35634458487266
2021-06,Transportation,22.727759747245877
2021-01,Food & Beverage,198.64973082917493
2021-05,Cosmetics,976.62440265437
2022-11,Transportation,22.504146319678753
2022-09,Clothing,208.71070838091967
2022-05,Food & Beverage,641.9986118637306
2022-11,Cosmetics,765.0944152796658
2022-06,Cosmetics,990.2635656336771
2022-07,Food & Beverage,198.58139849737535
2022-07,Food & Beverage,304.4841727948312
2021-07,Cosmetics,677.8015441630231
2021-06,Food & Beverage,598.3143224176694
2022-06,Transportation,22.190162615277213
2021-02,Transportation,34.241420370933994
2022-08,Food & Beverage,86.60505369150059
2022-04,Hotel,4422.939579359118
2022-11,Food & Beverage,447.6386744796031
2023-02,Food & Beverage,512.6056982025692
2023-02,Technology,8631.13996622301
2022-12,Cosmetics,581.4406084076436
2021-02,Clothing,215.78544138773597
2021-09,Food & Beverage,333.95635699834344
2021-03,Food & Beverage,431.8009198699001
2023-02,Clothing,261.80430803648386
2022-11,Food & Beverage,633.5913596876571
2021-10,Food & Beverage,619.9703215163678
2021-03,Food & Beverage,71.93264654562739
2022-03,Food & Beverage,410.4489294846531
2021-02,Food & Beverage,446.4294888795326
2021-03,Technology,8797.687740647281
2023-02,Cosmetics,565.0071806849442
2021-09,Clothing,230.0202073497283
2022-02,Transportation,31.312098009086725
2023-01,Food & Beverage,339.96232014692066
2021-07,Technology,4213.5122293279
2021-04,Food & Beverage,604.4591190355954
2021-02,Transportation,24.223609741169476
2022-08,Food & Beverage,581.4497816836551
2021-09,Food & Beverage,112.84407829002504
2021-07,Clothing,268.91282819241144
2021-04,Food & Beverage,349.217595997309
2021-06,Transportation,23.323883986958236
2021-01,Food & Beverage,340.7055015112552
2021-01,Food & Beverage,264.9398571972516
2021-04,Cosmetics,679.7843824166295
2021-07,Transportation,32.63591938269723
2021-07,Food & Beverage,660.4442911812955
2021-09,Cosmetics,660.2409192180955
2021-09,Food & Beverage,626.9141171936311
2021-07,Cosmetics,936.2255493304035
2023-01,Clothing,206.16190357304865
2021-06,Food & Beverage,638.3326030250875
2022-01,Clothing,224.3020963517552
2022-12,Food & Beverage,488.098909136543
2021-09,Transportation,35.217619868185054
2022-09,Food & Beverage,159.02608210394249
2023-02,Food & Beverage,293.0529379528266
2021-03,Technology,7360.487635746099
2021-02,Food & Beverage,240.42060212880003
2021-12,Food & Beverage,686.3715433087154
2022-10,Transportation,28.901384641733095
2022-12,Food & Beverage,97.65684928464069
2023-01,Food & Beverage,128.28198510214392
2022-04,Transportation,20.630973763116245
2021-01,Transportation,33.4475291041548
2022-04,Clothing,275.72904452668746
2022-12,Food & Beverage,669.8132962146314
2023-02,Transportation,20.37430452552687
2022-09,Clothing,385.04617102062355
2022-07,Cosmetics,880.387324931195
2022-09,Transportation,32.00946017689489
2022-11,Clothing,372.85940841774834
2022-12,Food & Beverage,491.02225540223094
2022-09,Food & Beverage,368.2701134949283
2021-03,Transportation,32.97458797750971
2021-04,Transportation,33.14353145915929
2021-04,Food & Beverage,284.54584008317954
2021-10,Transportation,22.660672348065063
2022-04,Food & Beverage,399.10022787865154
